-0.3192479636914631	0.5166018115932105	3.0
-0.08302984514360766	-0.037302666688318505	2.0
0.49006715997931655	-0.35166465452648904	3.0
0.004829911053078981	-0.5944510635308935	3.0
-0.5699939100570552	0.23568690822275257	3.0
0.06929917150672554	0.07122753062012825	2.0
-0.08316512009201199	-0.03551693142584113	2.0
-0.9264416643426606	-0.3739942377850126	1.0
0.06553064993330152	1.0043322370183116	1.0
0.11180714954866512	-0.5925225377354331	3.0
-0.05320763439205309	-0.08759386672469005	2.0
0.5321827907381366	-0.8567939890733287	1.0
0.4993766720677895	-0.3250496855958627	3.0
0.026157876784771095	-0.09386643321898028	2.0
0.07905337013823657	-0.05179061507670487	2.0
-0.0645734376474167	0.9889101036799638	1.0
-0.3677998904178014	0.4609916090008495	3.0
-0.6058353103581867	-0.10666370484465204	3.0
0.9612203466508623	0.2539768351727496	1.0
0.26703471383562893	-0.5320197732409119	3.0
-0.10840001871951105	0.583242252304512	3.0
-0.07213569900263801	-0.06469925286407434	2.0
-0.10510566711292954	0.051624631880413704	2.0
-0.05518347035235609	0.07335960965174299	2.0
-0.141581363706051	-0.5756392210926112	3.0
-0.05917137983795993	0.09739016591490074	2.0
0.02100994230432693	0.09302777193817802	2.0
-0.004892927242254859	-0.10710850636466226	2.0
0.09433331850688771	0.006466174005034575	2.0
-0.08882324407121522	-0.006683980862979719	2.0
-0.5731649706178721	-0.1833395138902402	3.0
0.09941234014869312	0.03655188997069185	2.0
-0.9403137009330037	0.30716913720349737	1.0
0.21763921621188542	-0.546472746120969	3.0
0.3549136045829113	-0.5131538041087649	3.0
0.02082142271787242	0.08511774764010463	2.0
-0.5860359394060546	0.15533366536588555	3.0
-0.0172364201236238	-0.09134764052829568	2.0
-0.6783697316701873	-0.719356871310212	1.0
-0.06094649797437665	-0.057601891858552974	2.0
0.2451475705473948	-0.9506859581296275	1.0
0.09338997249247877	-0.02965264552624821	2.0
0.49147240120166086	0.882534636929289	1.0
-0.07773126164521768	-0.06529544178354574	2.0
-0.06622215278001531	0.06576574705058937	2.0
-0.23624900561645634	0.5494817140057685	3.0
0.09793344720286652	0.014451735482792171	2.0
-0.9978419380648438	0.18485647596103152	1.0
0.07812074048195917	-0.06719189932898484	2.0
0.1609413376433509	0.5718818310569759	3.0
0.8603061517022883	0.5355162825811374	1.0
0.16075124278851782	-0.5830400810775479	3.0
1.0125170451374488	-0.06777393583111617	1.0
0.5288547973196511	0.8312612944862726	1.0
